,age,workclass,education-num,marital-status,occupation,race,sex,native-country,class
383,3,Private,10,Divorced,Sales,White,Female,United-States,<=50K
384,2,Local-gov,10,Married-civ-spouse,Transport-moving,White,Female,United-States,<=50K
385,0,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
386,1,Private,9,Separated,Machine-op-inspct,White,Male,United-States,<=50K
387,2,Private,10,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
388,0,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
389,0,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
390,1,Private,9,Married-civ-spouse,Other-service,White,Female,United-States,>50K
391,1,Private,13,Never-married,Craft-repair,White,Male,United-States,<=50K
392,3,Self-emp-not-inc,12,Separated,Craft-repair,White,Male,United-States,<=50K
394,1,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
395,2,Private,10,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
396,2,Private,10,Divorced,Handlers-cleaners,White,Female,United-States,<=50K
398,0,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
399,3,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
400,0,Private,10,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
401,1,Private,10,Never-married,Other-service,White,Female,United-States,<=50K
402,3,State-gov,13,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
403,1,Private,11,Divorced,Tech-support,White,Female,United-States,<=50K
404,1,Private,4,Married-civ-spouse,Handlers-cleaners,Other,Male,Puerto-Rico,<=50K
405,2,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
406,1,Private,9,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
407,3,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
409,1,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
410,2,Local-gov,10,Divorced,Other-service,Black,Female,United-States,<=50K
411,0,Private,9,Never-married,Handlers-cleaners,Black,Female,United-States,<=50K
412,1,Private,10,Divorced,Exec-managerial,White,Female,United-States,<=50K
413,3,Private,16,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
414,1,State-gov,10,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
415,1,Private,8,Divorced,Craft-repair,White,Male,United-States,>50K
416,3,Private,2,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,<=50K
417,1,Private,7,Never-married,Other-service,White,Female,United-States,<=50K
418,1,Local-gov,7,Separated,Machine-op-inspct,Black,Male,United-States,<=50K
419,1,State-gov,9,Divorced,Transport-moving,White,Female,United-States,<=50K
420,0,Private,10,Married-civ-spouse,Sales,White,Male,United-States,<=50K
421,0,Private,7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
422,1,State-gov,13,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
423,1,Private,9,Divorced,Farming-fishing,White,Male,United-States,<=50K
424,1,Private,6,Never-married,Craft-repair,White,Female,United-States,<=50K
425,0,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
426,2,Federal-gov,14,Never-married,Prof-specialty,White,Male,United-States,<=50K
427,0,Private,9,Never-married,Handlers-cleaners,White,Male,Dominican-Republic,<=50K
428,4,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
429,3,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
432,2,Self-emp-not-inc,13,Married-spouse-absent,Prof-specialty,White,Female,United-States,<=50K
433,1,Private,12,Married-civ-spouse,Other-service,White,Female,United-States,>50K
434,1,Private,10,Never-married,Craft-repair,Asian-Pac-Islander,Male,Philippines,<=50K
435,1,Private,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
436,1,Local-gov,9,Never-married,Farming-fishing,Black,Male,United-States,<=50K
437,1,Local-gov,10,Never-married,Protective-serv,White,Female,United-States,<=50K
438,0,Private,10,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
439,2,Local-gov,10,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
440,1,Private,13,Never-married,Prof-specialty,White,Male,United-States,<=50K
441,2,Private,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
442,0,Federal-gov,9,Never-married,Armed-Forces,White,Male,United-States,<=50K
443,2,Private,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
444,1,Private,5,Never-married,Craft-repair,White,Male,Mexico,<=50K
445,0,Private,10,Never-married,Sales,White,Male,United-States,<=50K
446,2,Private,9,Widowed,Exec-managerial,Black,Female,United-States,<=50K
447,3,Private,9,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,United-States,<=50K
448,0,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
450,0,Private,9,Never-married,Machine-op-inspct,Black,Female,United-States,<=50K
451,2,Self-emp-inc,10,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
452,4,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
454,2,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Female,United-States,>50K
455,2,Private,11,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,United-States,>50K
456,1,Private,9,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K
457,2,Private,10,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
458,0,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
460,2,Private,12,Never-married,Farming-fishing,White,Male,United-States,<=50K
461,3,Local-gov,9,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
462,1,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
463,3,Private,2,Married-spouse-absent,Craft-repair,White,Male,United-States,<=50K
464,0,Private,13,Never-married,Tech-support,White,Female,United-States,<=50K
465,2,Private,9,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
466,3,Private,9,Divorced,Transport-moving,White,Male,United-States,<=50K
467,2,Private,10,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
468,3,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
469,1,Private,13,Married-civ-spouse,Tech-support,White,Female,United-States,>50K
470,4,Private,10,Never-married,Prof-specialty,White,Male,United-States,>50K
472,1,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
473,1,Private,9,Never-married,Transport-moving,White,Male,United-States,<=50K
474,4,Private,11,Divorced,Other-service,White,Female,United-States,<=50K
475,3,Private,13,Never-married,Craft-repair,White,Female,United-States,<=50K
476,0,Private,5,Never-married,Other-service,White,Male,United-States,<=50K
477,0,Private,10,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
478,1,Private,6,Never-married,Other-service,White,Male,United-States,<=50K
479,0,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
480,1,Private,12,Married-civ-spouse,Craft-repair,White,Male,Portugal,<=50K
481,2,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
482,1,State-gov,13,Never-married,Prof-specialty,White,Male,United-States,<=50K
483,2,Private,9,Married-spouse-absent,Craft-repair,White,Female,United-States,<=50K
485,0,Private,10,Married-spouse-absent,Adm-clerical,Black,Female,United-States,<=50K
487,4,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
488,2,Local-gov,13,Divorced,Prof-specialty,White,Female,United-States,<=50K
489,2,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
490,2,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
491,3,Federal-gov,9,Divorced,Adm-clerical,White,Male,United-States,<=50K
492,1,Private,12,Never-married,Exec-managerial,White,Female,United-States,<=50K
493,1,Private,9,Divorced,Prof-specialty,White,Female,United-States,<=50K
494,1,Private,13,Never-married,Craft-repair,White,Male,United-States,<=50K
495,2,Private,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
496,0,Private,10,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
497,0,Private,3,Never-married,Other-service,White,Male,El-Salvador,<=50K
498,1,Private,10,Never-married,Prof-specialty,White,Female,United-States,<=50K
500,0,Local-gov,9,Never-married,Farming-fishing,White,Male,Poland,<=50K
501,4,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
502,3,Private,10,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
503,4,Private,10,Divorced,Other-service,White,Female,France,<=50K
504,0,Private,13,Never-married,Sales,White,Female,United-States,<=50K
505,0,Private,13,Never-married,Exec-managerial,Black,Male,United-States,<=50K
506,0,Private,10,Never-married,Protective-serv,White,Male,United-States,<=50K
507,2,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
508,3,Local-gov,9,Separated,Adm-clerical,Black,Female,United-States,<=50K
509,2,Private,9,Divorced,Other-service,White,Female,United-States,<=50K
510,3,Private,11,Married-spouse-absent,Handlers-cleaners,White,Male,United-States,<=50K
512,1,Private,11,Never-married,Craft-repair,White,Male,United-States,<=50K
513,1,Private,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
514,1,Private,9,Divorced,Craft-repair,White,Male,United-States,<=50K
516,0,Private,10,Never-married,Adm-clerical,Amer-Indian-Eskimo,Female,United-States,<=50K
519,1,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
520,2,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
521,3,Private,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
522,0,Local-gov,10,Divorced,Handlers-cleaners,Black,Male,United-States,<=50K
523,2,Local-gov,10,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
524,2,Private,10,Divorced,Machine-op-inspct,White,Male,United-States,>50K
525,1,Private,10,Married-civ-spouse,Sales,White,Female,United-States,<=50K
526,2,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
527,4,Private,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
528,2,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
529,2,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
530,2,Private,7,Divorced,Machine-op-inspct,Other,Female,Puerto-Rico,<=50K
531,1,Private,9,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
532,2,Private,9,Married-civ-spouse,Other-service,Black,Male,United-States,<=50K
533,2,Private,12,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
534,4,Private,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
535,2,Local-gov,8,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
536,4,Private,2,Widowed,Priv-house-serv,Black,Female,United-States,<=50K
537,1,Private,11,Separated,Craft-repair,White,Male,United-States,<=50K
538,1,Self-emp-inc,13,Never-married,Farming-fishing,White,Female,United-States,<=50K
540,2,Private,10,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
541,1,Private,16,Never-married,Prof-specialty,White,Male,United-States,<=50K
542,1,Private,10,Never-married,Handlers-cleaners,White,Female,United-States,<=50K
543,1,Private,9,Never-married,Transport-moving,White,Male,United-States,<=50K
544,1,Private,10,Married-civ-spouse,Sales,White,Male,United-States,<=50K
545,1,Private,9,Never-married,Handlers-cleaners,White,Female,United-States,<=50K
546,4,Private,6,Married-civ-spouse,Other-service,White,Female,United-States,<=50K
547,1,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
548,0,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
549,1,Private,10,Never-married,Craft-repair,White,Male,United-States,<=50K
550,3,Self-emp-not-inc,10,Divorced,Exec-managerial,White,Male,United-States,<=50K
551,2,Self-emp-not-inc,9,Separated,Other-service,White,Female,United-States,<=50K
552,4,Private,7,Widowed,Adm-clerical,White,Female,United-States,<=50K
553,1,Private,9,Married-civ-spouse,Machine-op-inspct,Black,Female,United-States,<=50K
554,1,Federal-gov,11,Divorced,Craft-repair,Black,Female,United-States,>50K
555,4,Private,7,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
556,1,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
558,1,Private,9,Married-civ-spouse,Tech-support,White,Female,United-States,<=50K
559,1,Private,7,Married-civ-spouse,Other-service,White,Male,Mexico,<=50K
560,1,Private,13,Never-married,Transport-moving,White,Male,United-States,<=50K
561,3,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
562,3,Private,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
563,0,Private,9,Never-married,Handlers-cleaners,Black,Female,United-States,<=50K
564,3,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
565,0,Private,9,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,United-States,<=50K
566,2,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
567,2,Private,4,Separated,Other-service,White,Female,Mexico,<=50K
568,1,Self-emp-not-inc,9,Separated,Craft-repair,White,Male,United-States,<=50K
569,3,Private,14,Divorced,Exec-managerial,White,Male,United-States,<=50K
570,0,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
571,3,Private,9,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
572,0,Private,7,Never-married,Sales,White,Male,United-States,<=50K
573,2,Private,11,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
574,1,Private,16,Never-married,Prof-specialty,White,Female,United-States,<=50K
575,1,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
577,2,Self-emp-not-inc,12,Divorced,Sales,White,Female,United-States,<=50K
578,4,Local-gov,13,Never-married,Prof-specialty,White,Female,United-States,<=50K
579,1,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
581,4,Private,9,Married-civ-spouse,Sales,White,Male,United-States,>50K
582,4,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
583,1,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
584,1,Self-emp-not-inc,13,Never-married,Tech-support,White,Male,United-States,<=50K
585,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
586,1,Private,10,Never-married,Adm-clerical,White,Male,United-States,<=50K
587,0,Private,7,Never-married,Other-service,White,Male,United-States,<=50K
588,3,Private,6,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
589,4,Self-emp-inc,13,Divorced,Prof-specialty,White,Male,United-States,<=50K
592,4,Private,4,Never-married,Transport-moving,White,Male,United-States,>50K
593,1,Private,13,Married-civ-spouse,Prof-specialty,White,Male,Canada,>50K
594,0,Private,13,Never-married,Adm-clerical,White,Female,United-States,<=50K
595,1,Private,9,Never-married,Sales,White,Male,United-States,<=50K
597,2,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
598,0,Private,10,Never-married,Tech-support,White,Male,United-States,<=50K
599,3,Private,13,Never-married,Prof-specialty,White,Female,United-States,<=50K
600,1,Private,13,Never-married,Tech-support,White,Male,United-States,<=50K
601,0,Private,10,Never-married,Adm-clerical,White,Male,United-States,<=50K
602,4,Private,4,Divorced,Other-service,White,Female,United-States,<=50K
603,2,Local-gov,5,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
604,1,Self-emp-not-inc,12,Never-married,Farming-fishing,White,Male,United-States,<=50K
605,3,Private,9,Never-married,Adm-clerical,Black,Female,United-States,<=50K
606,3,Private,14,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
607,1,Private,9,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,United-States,<=50K
608,2,Local-gov,9,Separated,Exec-managerial,Black,Male,United-States,<=50K
609,0,Private,6,Never-married,Other-service,White,Female,United-States,<=50K
610,3,Private,14,Divorced,Prof-specialty,White,Female,United-States,<=50K
611,0,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
612,0,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
613,1,Local-gov,13,Never-married,Prof-specialty,White,Male,United-States,<=50K
614,1,Private,13,Never-married,Other-service,White,Female,United-States,<=50K
615,2,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
616,1,Private,9,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
